idx,epoch,direction,score,confidence,imbalance,bayes,hurst,won,hour
301,1779215847,PUT,7,1.0,-2.0,0.46875,0.5301710801238055,True,18
302,1779215848,PUT,9,0.8181818181818182,-4.0,0.4375,0.4703526089132112,False,18
303,1779215849,PUT,8,0.7272727272727273,-4.0,0.40625,0.4506666292356865,False,18
305,1779215851,PUT,8,0.8888888888888888,-4.0,0.40625,0.47867304254364584,False,18
306,1779215852,PUT,7,0.875,-4.0,0.40625,0.4416245047047163,False,18
308,1779215854,PUT,8,0.8888888888888888,-4.0,0.40625,0.46993034226414826,False,18
310,1779215856,PUT,8,1.0,-4.0,0.375,0.41734560794162817,False,18
312,1779215858,PUT,8,0.8888888888888888,-2.0,0.34375,0.41596247111288825,True,18
313,1779215859,PUT,8,0.8,-2.0,0.34375,0.39294799350527293,True,18
314,1779215860,PUT,8,0.7272727272727273,-4.0,0.34375,0.3381716265172707,True,18
315,1779215861,PUT,9,0.8181818181818182,-4.0,0.34375,0.3542840686209975,True,18
317,1779215863,PUT,9,0.75,-4.0,0.375,0.2988977111660613,True,18
319,1779215865,PUT,8,0.6666666666666666,-4.0,0.375,0.390647640518387,True,18
320,1779215866,PUT,9,0.75,-4.0,0.34375,0.332193787261499,True,18
321,1779215867,PUT,9,0.75,-6.0,0.34375,0.45185946832390367,False,18
322,1779215868,PUT,8,0.8,-6.0,0.3125,0.455353931674066,False,18
323,1779215869,PUT,9,0.75,-6.0,0.3125,0.4830486208577019,False,18
324,1779215870,PUT,7,0.6363636363636364,-4.0,0.34375,0.523497774676042,False,18
327,1779215873,PUT,7,0.7777777777777778,-2.0,0.375,0.4812239303452503,True,18
328,1779215874,PUT,8,0.8888888888888888,-4.0,0.34375,0.4683362128373102,True,18
331,1779215877,PUT,7,0.875,0.0,0.375,0.49281689524467914,True,18
333,1779215879,PUT,7,0.875,0.0,0.375,0.5066489046707988,True,18
334,1779215880,PUT,8,0.8888888888888888,-2.0,0.34375,0.5027908403344118,True,18
335,1779215881,PUT,9,0.8181818181818182,-4.0,0.34375,0.5080898942809269,True,18
336,1779215882,PUT,9,0.8181818181818182,-6.0,0.34375,0.526778214504913,True,18
337,1779215883,PUT,9,0.8181818181818182,-6.0,0.3125,0.5335045444810633,True,18
338,1779215884,PUT,7,0.6363636363636364,-4.0,0.34375,0.5353175422992735,True,18
339,1779215885,PUT,9,0.8181818181818182,-6.0,0.3125,0.5388478919243648,True,18
341,1779215887,PUT,10,0.8333333333333334,-6.0,0.3125,0.5571767813648847,False,18
342,1779215888,PUT,9,0.8181818181818182,-6.0,0.3125,0.5576226049602816,False,18
343,1779215889,PUT,10,0.8333333333333334,-6.0,0.3125,0.5653527654122976,False,18
344,1779215890,PUT,7,0.6363636363636364,-4.0,0.34375,0.5597268481144531,False,18
348,1779215894,PUT,8,0.8,0.0,0.375,0.5734414883180616,False,18
349,1779215895,PUT,8,0.8888888888888888,0.0,0.375,0.576773772918175,False,18
373,1779215919,PUT,8,1.0,-2.0,0.53125,0.5121187816410399,False,18
374,1779215920,PUT,7,0.875,-2.0,0.5,0.48542191736353857,False,18
381,1779215927,PUT,8,1.0,-2.0,0.5,0.42125080532490583,True,18
385,1779215931,PUT,8,0.8,-2.0,0.4375,0.4764583055349855,True,18
387,1779215933,PUT,8,0.8,-4.0,0.4375,0.4356551486563818,True,18
389,1779215935,PUT,8,0.8,-2.0,0.4375,0.4649188697023761,True,18
390,1779215936,PUT,7,0.7777777777777778,-4.0,0.40625,0.45569414115539075,True,18
392,1779215938,PUT,8,0.8888888888888888,-4.0,0.40625,0.4981632107760005,True,18
393,1779215939,PUT,7,0.7777777777777778,-4.0,0.40625,0.4924527780884574,True,18
394,1779215940,PUT,8,0.8,-4.0,0.40625,0.4926529026363684,False,18
397,1779215943,PUT,7,0.7777777777777778,-2.0,0.4375,0.4917211214329099,False,18
399,1779215945,PUT,7,0.875,-2.0,0.40625,0.4320526860101151,False,18
401,1779215947,PUT,8,0.8,-2.0,0.40625,0.4432697136503566,False,18
407,1779215953,CALL,8,0.8,4.0,0.46875,0.5229257102023598,True,18
410,1779215956,CALL,7,0.7777777777777778,6.0,0.53125,0.5918610831455466,True,18
411,1779215957,CALL,8,0.7272727272727273,8.0,0.5625,0.5753015223549842,True,18
413,1779215959,CALL,9,0.9,6.0,0.5625,0.5588859798977779,False,18
415,1779215961,CALL,9,0.9,4.0,0.59375,0.544159755479735,True,18
416,1779215962,CALL,7,0.7,6.0,0.59375,0.5326517292599415,True,18
418,1779215964,CALL,9,1.0,4.0,0.59375,0.5098859151927324,True,18
419,1779215965,CALL,7,0.875,4.0,0.625,0.4878692631595823,True,18
420,1779215966,CALL,7,0.875,4.0,0.65625,0.4883913956118431,True,18
421,1779215967,CALL,9,0.9,4.0,0.65625,0.42944312852310834,True,18
422,1779215968,CALL,7,0.6363636363636364,4.0,0.65625,0.432548109737394,True,18
424,1779215970,CALL,7,0.7,4.0,0.6875,0.4370743098676589,True,18
426,1779215972,CALL,9,0.8181818181818182,2.0,0.65625,0.37762043839141224,True,18
428,1779215974,CALL,9,0.8181818181818182,2.0,0.65625,0.36660822478805266,True,18
429,1779215975,CALL,10,0.9090909090909091,2.0,0.6875,0.38491092890886247,False,18
431,1779215977,CALL,8,0.8,0.0,0.6875,0.39302233250734137,False,18
433,1779215979,CALL,8,0.8,2.0,0.65625,0.37149277765969874,True,18
434,1779215980,CALL,7,0.7,2.0,0.65625,0.372139292519393,True,18
435,1779215981,CALL,7,0.7,4.0,0.65625,0.3683709148705274,True,18
437,1779215983,CALL,8,0.8888888888888888,4.0,0.65625,0.4084534078985279,True,18
438,1779215984,CALL,10,0.8333333333333334,4.0,0.65625,0.3610240262027351,True,18
439,1779215985,CALL,10,0.9090909090909091,4.0,0.65625,0.42332125962495815,False,18
440,1779215986,CALL,9,0.75,6.0,0.65625,0.42341515696531246,False,18
441,1779215987,CALL,8,0.7272727272727273,4.0,0.625,0.4241733424114355,False,18
442,1779215988,CALL,10,0.9090909090909091,6.0,0.65625,0.43491290091722523,False,18
444,1779215990,CALL,8,0.8,4.0,0.65625,0.45013160128901736,False,18
450,1779215996,CALL,7,1.0,0.0,0.59375,0.49716447280880477,True,18
452,1779215998,CALL,7,0.875,0.0,0.59375,0.499189138539875,False,18
453,1779215999,CALL,9,0.9,2.0,0.625,0.482409865809199,False,18
455,1779216001,CALL,8,0.8888888888888888,2.0,0.625,0.490716862140696,False,18
461,1779216007,CALL,7,0.875,0.0,0.5625,0.5564138946963385,False,18
462,1779216008,CALL,7,0.875,0.0,0.59375,0.5518178696560398,False,18
468,1779216014,CALL,9,0.8181818181818182,4.0,0.5625,0.3753921356537857,True,18
471,1779216017,PUT,7,0.7777777777777778,0.0,0.5,0.36900205118943114,False,18
473,1779216019,CALL,7,0.7777777777777778,2.0,0.53125,0.3984973906742172,True,18
478,1779216024,CALL,8,0.8888888888888888,0.0,0.5625,0.4282476356681922,False,18
479,1779216025,CALL,9,0.9,2.0,0.5625,0.4575822065357541,False,18
487,1779216033,PUT,8,0.8888888888888888,-2.0,0.5,0.4715322267465578,True,18
488,1779216034,PUT,8,0.8888888888888888,-4.0,0.5,0.5633595164007057,False,18
490,1779216036,PUT,8,0.8888888888888888,-4.0,0.5,0.5761212558184119,False,18
494,1779216040,PUT,7,1.0,-2.0,0.46875,0.5650463222179726,True,18
498,1779216044,PUT,7,1.0,0.0,0.4375,0.5634395952055636,True,18
499,1779216045,PUT,9,0.9,-2.0,0.4375,0.565443484206236,False,18
500,1779216046,PUT,9,0.8181818181818182,-2.0,0.4375,0.5659654121842465,True,18
506,1779216052,PUT,7,0.7777777777777778,-4.0,0.4375,0.5010583350489796,True,18
531,1779216077,CALL,7,0.7777777777777778,2.0,0.5625,0.423704205619151,True,18
532,1779216078,CALL,8,0.8,4.0,0.5625,0.45515249355085824,True,18
533,1779216079,CALL,7,0.875,6.0,0.5625,0.5066421226378274,True,18
534,1779216080,CALL,8,0.8,6.0,0.59375,0.5815599169973388,True,18
535,1779216081,CALL,11,0.9166666666666666,6.0,0.625,0.6080998431579517,True,18
536,1779216082,CALL,10,0.9090909090909091,6.0,0.65625,0.6118287602076207,True,18
563,1779216109,PUT,8,0.8,-2.0,0.53125,0.5842880036258558,True,18
565,1779216111,PUT,8,0.8,-2.0,0.5,0.5709287305929759,True,18
566,1779216112,PUT,7,0.7777777777777778,-4.0,0.46875,0.5132871213074005,True,18
567,1779216113,PUT,9,0.8181818181818182,-6.0,0.4375,0.4953570258374807,True,18
568,1779216114,PUT,9,0.75,-8.0,0.40625,0.4465457727559764,True,18
569,1779216115,PUT,8,0.8,-8.0,0.375,0.4664062515927562,True,18
570,1779216116,PUT,10,0.8333333333333334,-8.0,0.34375,0.4807957641326895,True,18
571,1779216117,PUT,10,0.8333333333333334,-8.0,0.3125,0.5476384582913921,True,18
574,1779216120,PUT,8,0.8888888888888888,-8.0,0.3125,0.5079438016425839,False,18
575,1779216121,PUT,7,0.7,-6.0,0.34375,0.49211261125880573,True,18
576,1779216122,PUT,9,0.9,-6.0,0.3125,0.4958026445295855,True,18
579,1779216125,PUT,7,0.7777777777777778,-2.0,0.34375,0.437356458696909,False,18
580,1779216126,PUT,8,0.8888888888888888,-2.0,0.3125,0.4387275236946564,False,18
587,1779216133,PUT,8,0.7272727272727273,2.0,0.375,0.41357392617393096,True,18
588,1779216134,PUT,7,0.875,0.0,0.34375,0.463685545849336,True,18
589,1779216135,PUT,7,0.875,0.0,0.34375,0.4579762598058921,True,18
590,1779216136,PUT,8,0.8,0.0,0.34375,0.4856600349701128,True,18
602,1779216148,CALL,7,0.6363636363636364,4.0,0.5,0.5614915218523675,True,18
611,1779216157,CALL,7,0.7777777777777778,2.0,0.53125,0.5959555614095611,True,18
612,1779216158,CALL,8,0.8,2.0,0.53125,0.5995901755908578,False,18
613,1779216159,CALL,7,0.7777777777777778,2.0,0.53125,0.5943803145600803,True,18
615,1779216161,CALL,8,0.7272727272727273,2.0,0.53125,0.5948640714349656,True,18
616,1779216162,CALL,8,0.8888888888888888,4.0,0.53125,0.5411155060099343,False,18
618,1779216164,CALL,9,0.9,6.0,0.5625,0.48989037001803165,False,18
620,1779216166,CALL,8,1.0,4.0,0.59375,0.45004142908862904,False,18
626,1779216172,CALL,7,1.0,0.0,0.59375,0.5236021571075997,True,18
628,1779216174,CALL,7,1.0,0.0,0.59375,0.49963214507965487,True,18
629,1779216175,CALL,9,0.9,2.0,0.59375,0.4914109299522005,False,18
630,1779216176,CALL,7,0.7,0.0,0.5625,0.5101228679099792,False,18
631,1779216177,CALL,10,0.9090909090909091,2.0,0.59375,0.49444156263444594,False,18
633,1779216179,CALL,8,1.0,4.0,0.5625,0.44124869396663596,False,18
637,1779216183,PUT,7,0.875,0.0,0.5625,0.49330624964867764,False,18
638,1779216184,PUT,7,0.7777777777777778,-2.0,0.5625,0.4508653723774015,False,18
642,1779216188,CALL,7,1.0,0.0,0.53125,0.4379414369869549,True,18
643,1779216189,CALL,7,1.0,0.0,0.53125,0.463138328007493,True,18
645,1779216191,CALL,8,0.8888888888888888,2.0,0.53125,0.43690989728624496,False,18
646,1779216192,CALL,8,0.8888888888888888,2.0,0.53125,0.45571857140141436,True,18
647,1779216193,CALL,9,0.9,4.0,0.5625,0.4353479972654161,True,18
650,1779216196,CALL,7,0.875,4.0,0.53125,0.4528340385240846,True,18
651,1779216197,CALL,10,0.9090909090909091,4.0,0.5625,0.4356131550025846,True,18
654,1779216200,CALL,8,0.8888888888888888,2.0,0.5625,0.5122969601782171,True,18
655,1779216201,CALL,9,1.0,2.0,0.5625,0.5068932326769239,True,18
657,1779216203,CALL,8,1.0,0.0,0.5625,0.5057630407756433,True,18
659,1779216205,CALL,8,1.0,2.0,0.53125,0.4935434223730742,False,18
660,1779216206,CALL,8,0.8888888888888888,2.0,0.5625,0.49631290205362283,False,18
661,1779216207,CALL,9,0.9,2.0,0.5625,0.4769670365311509,False,18
662,1779216208,CALL,7,0.7777777777777778,2.0,0.5625,0.49760521296034604,False,18
668,1779216214,PUT,8,0.8888888888888888,-2.0,0.53125,0.5684943375936348,True,18
670,1779216216,PUT,8,0.8888888888888888,-4.0,0.53125,0.5620171974666863,True,18
671,1779216217,PUT,9,0.9,-6.0,0.5,0.604269236792266,True,18
678,1779216224,PUT,8,0.8,-2.0,0.4375,0.5964144929200408,True,18
679,1779216225,PUT,8,1.0,-4.0,0.4375,0.5912316400753652,True,18
680,1779216226,PUT,8,1.0,-4.0,0.40625,0.5725711536257941,False,18
683,1779216229,PUT,7,0.875,0.0,0.4375,0.5624783175937682,False,18
684,1779216230,PUT,8,0.8888888888888888,-2.0,0.40625,0.5415103316634624,False,18
688,1779216234,CALL,8,0.8888888888888888,2.0,0.46875,0.5697441830063229,False,18
689,1779216235,CALL,8,0.8888888888888888,4.0,0.46875,0.5612254819356427,False,18
690,1779216236,CALL,9,0.9,6.0,0.46875,0.5496687050058928,False,18
694,1779216240,CALL,8,0.8888888888888888,6.0,0.5,0.5073127769011625,True,18
696,1779216242,CALL,8,1.0,4.0,0.5,0.5104810627620435,False,18
698,1779216244,CALL,8,1.0,2.0,0.53125,0.5183144169742341,False,18
699,1779216245,CALL,8,0.8888888888888888,2.0,0.53125,0.5255967852608735,False,18
702,1779216248,CALL,7,0.875,2.0,0.5625,0.5167457219232359,False,18
