idx,epoch,direction,score,confidence,imbalance,bayes,hurst,won,hour
430002,1778717677,CALL,9,0.9,2.0,0.5625,0.48906768098798903,False,0
430004,1778717679,CALL,8,0.8,4.0,0.53125,0.4891067931176582,True,0
430006,1778717681,CALL,8,0.8,2.0,0.5,0.48920484616144505,True,0
430007,1778717682,CALL,7,0.7777777777777778,4.0,0.53125,0.48920700337514783,False,0
430008,1778717683,CALL,7,0.7777777777777778,6.0,0.53125,0.48923552313488045,False,0
430009,1778717684,CALL,7,0.7777777777777778,6.0,0.53125,0.4892188376805943,False,0
430011,1778717686,CALL,7,0.7777777777777778,4.0,0.53125,0.48923774932123243,False,0
430013,1778717688,CALL,8,0.8,4.0,0.5625,0.48926512491292423,True,0
430014,1778717689,CALL,7,0.7777777777777778,4.0,0.5625,0.4892888005407278,True,0
430016,1778717691,CALL,8,0.8888888888888888,4.0,0.5625,0.4892960247799938,True,0
430017,1778717692,CALL,8,0.8,4.0,0.59375,0.48926185181657744,True,0
430019,1778717694,CALL,8,0.7272727272727273,2.0,0.59375,0.4891999841945794,False,0
430021,1778717696,CALL,10,0.8333333333333334,2.0,0.59375,0.4892052735450815,False,0
430023,1778717698,CALL,9,0.75,2.0,0.625,0.4891408159071459,True,0
430024,1778717699,CALL,9,0.75,2.0,0.65625,0.48914929718988776,True,0
430025,1778717700,CALL,9,0.75,4.0,0.65625,0.48916826497555793,False,0
430026,1778717701,CALL,7,0.6363636363636364,2.0,0.625,0.4891549965950259,True,0
430027,1778717702,CALL,10,0.7692307692307693,2.0,0.65625,0.48913041960273845,False,0
430028,1778717703,CALL,10,0.8333333333333334,4.0,0.6875,0.48909741505138155,False,0
430029,1778717704,CALL,7,0.6363636363636364,2.0,0.65625,0.4812509223295942,False,0
430031,1778717706,CALL,9,0.8181818181818182,2.0,0.625,0.48059245341817297,True,0
430032,1778717707,CALL,8,0.8,4.0,0.625,0.4516235876072392,True,0
430033,1778717708,CALL,9,0.75,4.0,0.65625,0.45437695218398777,True,0
430034,1778717709,CALL,8,0.7272727272727273,4.0,0.65625,0.4204708586609991,True,0
430035,1778717710,CALL,7,0.7,2.0,0.65625,0.43748869766416304,True,0
430036,1778717711,CALL,9,0.75,4.0,0.65625,0.42846392035103903,False,0
430037,1778717712,CALL,8,0.7272727272727273,4.0,0.65625,0.43321499079299175,False,0
430038,1778717713,CALL,9,0.75,4.0,0.65625,0.45867749694024673,False,0
