idx,epoch,direction,score,confidence,imbalance,bayes,hurst,won,hour
70004,1778199207,CALL,7,0.875,-2.0,0.53125,0.4870073092814523,True,0
70005,1778199208,CALL,8,1.0,0.0,0.5625,0.48684655391444576,True,0
70006,1778199209,CALL,9,0.9,2.0,0.59375,0.4864356310710332,True,0
70007,1778199210,CALL,8,0.8888888888888888,2.0,0.59375,0.4864823621871732,True,0
70008,1778199211,CALL,8,0.8888888888888888,4.0,0.625,0.48647992902501147,True,0
70009,1778199212,CALL,8,0.8,6.0,0.625,0.4864622214456167,True,0
70010,1778199213,CALL,8,0.8,6.0,0.625,0.48636226939393923,False,0
70011,1778199214,CALL,9,0.8181818181818182,8.0,0.625,0.48618344889687765,False,0
70016,1778199219,CALL,7,0.7,2.0,0.5625,0.485938000589581,False,0
70017,1778199220,CALL,7,0.7777777777777778,2.0,0.5625,0.48598950103808963,False,0
70018,1778199221,CALL,9,0.9,2.0,0.59375,0.48590373699430195,False,0
70023,1778199226,CALL,7,0.7,0.0,0.53125,0.4854867089703644,True,0
70026,1778199229,CALL,9,0.8181818181818182,0.0,0.5625,0.4856674679986323,True,0
70027,1778199230,CALL,9,1.0,0.0,0.5625,0.48555543722491024,False,0
70028,1778199231,CALL,8,0.8,0.0,0.59375,0.485727977324598,False,0
70029,1778199232,CALL,11,0.8461538461538461,2.0,0.625,0.6157375075280231,False,0
70030,1778199233,CALL,9,0.6923076923076923,2.0,0.59375,0.5715248613228667,True,0
70031,1778199234,CALL,11,0.7857142857142857,4.0,0.625,0.5852751560297896,True,0
70032,1778199235,CALL,8,0.6153846153846154,2.0,0.625,0.513092377729427,True,0
70033,1778199236,CALL,9,0.8181818181818182,2.0,0.625,0.5081027063122957,True,0
70034,1778199237,CALL,8,0.7272727272727273,4.0,0.625,0.48722995223336396,True,0
70035,1778199238,CALL,9,0.8181818181818182,6.0,0.625,0.46856894367387103,False,0
70036,1778199239,CALL,8,0.7272727272727273,6.0,0.625,0.47387836350655177,False,0
70037,1778199240,CALL,7,0.6363636363636364,4.0,0.59375,0.4473580432276059,True,0
70038,1778199241,CALL,9,0.8181818181818182,4.0,0.59375,0.4479716848716213,True,0
70042,1778199245,CALL,9,1.0,4.0,0.5625,0.4458439047909404,False,0
70044,1778199247,CALL,9,1.0,2.0,0.59375,0.4853178158110474,False,0
70048,1778199251,PUT,7,0.875,-2.0,0.53125,0.5137226911374951,False,0
70050,1778199253,PUT,7,0.7777777777777778,0.0,0.5625,0.4389706649551433,False,0
70052,1778199255,PUT,8,0.8,-2.0,0.5625,0.47398164397451187,True,0
70053,1778199256,CALL,7,0.875,0.0,0.5625,0.4278152281842684,False,0
70054,1778199257,PUT,8,0.8,-2.0,0.5625,0.41639198643462233,True,0
70057,1778199260,PUT,7,1.0,-2.0,0.53125,0.52816996636468,True,0
70058,1778199261,PUT,9,0.8181818181818182,-2.0,0.5,0.5592913877440346,True,0
70060,1778199263,PUT,8,0.8888888888888888,-2.0,0.5,0.5451252363708331,True,0
70062,1778199265,PUT,8,0.8,-2.0,0.5,0.4865628376416028,True,0
70063,1778199266,PUT,8,0.8,-4.0,0.46875,0.49032239790320237,False,0
70064,1778199267,PUT,9,0.8181818181818182,-4.0,0.4375,0.4608066455020191,False,0
70065,1778199268,PUT,7,0.7777777777777778,-4.0,0.4375,0.47289194781422433,False,0
70066,1778199269,PUT,7,0.7777777777777778,-2.0,0.4375,0.5107342412652086,False,0
70067,1778199270,PUT,9,0.9,-2.0,0.4375,0.4766178570378044,False,0
70072,1778199275,CALL,7,0.875,2.0,0.46875,0.5630334479763234,False,0
70074,1778199277,CALL,7,0.7777777777777778,4.0,0.46875,0.5307461259414586,False,0
70076,1778199279,CALL,7,0.875,2.0,0.5,0.5469748645334084,True,0
70077,1778199280,CALL,7,0.7777777777777778,4.0,0.5,0.5375712184096306,True,0
70078,1778199281,CALL,7,0.875,4.0,0.53125,0.5364540463119007,True,0
70081,1778199284,CALL,8,0.8888888888888888,2.0,0.5,0.5355342722546587,True,0
70082,1778199285,CALL,7,0.875,2.0,0.53125,0.535743711838194,True,0
70083,1778199286,CALL,7,0.875,4.0,0.53125,0.5341580056102223,True,0
70084,1778199287,CALL,9,0.9,4.0,0.5625,0.5361736882692326,True,0
70085,1778199288,CALL,9,0.9,6.0,0.5625,0.5257424928332893,True,0
70087,1778199290,CALL,8,0.8888888888888888,4.0,0.59375,0.5083702993060784,True,0
70088,1778199291,CALL,9,0.9,4.0,0.625,0.46018041590497655,True,0
70089,1778199292,CALL,8,0.8888888888888888,6.0,0.625,0.46528578191248837,True,0
70090,1778199293,CALL,9,0.9,8.0,0.65625,0.4564242983071247,True,0
70091,1778199294,CALL,8,0.8888888888888888,8.0,0.65625,0.4123450075104531,True,0
